"","SRR11365272","SRR11365273","SRR11365275","SRR11365277","SRR11365279","SRR11365282","SRR11365284","SRR11365285","SRR11365286","SRR11365287","SRR11365288","SRR11365289","SRR11365291","SRR11365293","SRR11365294","SRR11365296","SRR11365299","SRR11365300","SRR11365301"
"FGF20","1","3","0","2","2","1","0","0","0","0","1","2","4","0","2","1","2","1","1"
"MICU3","24","19","21","14","18","14","19","19","13","13","13","69","13","27","21","18","17","21","15"
"CTHRC1","19","19","30","36","40","23"," 7","26","13","69","14"," 8","12"," 8"," 9","21","30","11","16"
"LINC02933","11"," 4","17"," 5"," 7"," 4"," 4"," 5","13"," 5"," 3"," 5"," 2"," 3"," 3"," 3"," 1"," 4"," 2"
"RNU6-1011P"," 0","13"," 8"," 7"," 6"," 1"," 4"," 0"," 1"," 1"," 0","11"," 1"," 2"," 3"," 6"," 0"," 2"," 0"
"SLC25A32","2","1","2","1","1","1","0","1","2","1","1","1","0","1","1","1","1","1","1"
"DCAF13","23","15","17","19","24","17"," 9","28","21","18","14"," 8"," 9","14","13","26","13","18","31"
"PTMAP15","0","0","0","0","1","1","0","0","0","2","0","4","0","1","0","0","0","3","0"
"PTK2","46","34","45","41","50","38","37","59","42","43","34","84","37","71","65","76","28","50","59"
"DEFB134","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0"
"C8orf88"," 5","11","16"," 7","17","13"," 6","14","16"," 8"," 5"," 6","10"," 8"," 5","10","10"," 6","26"
"PIP4P2","28","19","29","28","20","43","13","18","19","37","30","34","34","19","26","20","44","25","36"
"OTUD6B-AS1","17","10","11","10","13","11"," 5","21","10","11","10","18","12","15","11","13"," 8","13","16"
"OTUD6B","43","24","32","31","33","37","14","53","31","24","27","22","29","22","21","36","31","36","65"
"LRRC69","3","5","2","2","5","2","2","3","3","3","2","2","2","3","3","4","1","3","3"
"CPP","2","4","2","3","5","2","1","1","2","3","0","1","1","0","3","4","1","4","1"
"MIR4661"," 0"," 5"," 7"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2","11"," 2"
"SLC26A7","3","2","0","1","2","2","1","3","1","5","1","0","8","1","1","1","1","4","5"
"MCM4","40","12","36","27","46","24","19","65","11","22","18","13","28","41","25","61","16","38","72"
"RIPK2","22"," 9","15","25","25","24"," 9","32","22","31","18","13","18","12","21","22","32","16","12"
"COX6B1P6","2","0","1","1","0","1","0","0","1","0","2","5","0","0","4","1","0","2","0"
"RNU6-925P","20","13"," 7"," 1"," 6"," 2"," 3","10"," 1"," 1"," 1"," 2"," 4"," 5"," 0"," 4"," 0"," 4"," 1"
"OSGIN2","27","14","24","21","17","30","10","89","25","24","16","21","29","16","27","28","18","22","26"
"DECR1","30","37","49","39","42","29","13","44","13","35","41","27","49","29","29","32","32","28","39"
"NBN","31","16","21","19","19","18"," 8","29"," 9","20","16","16","19","15","16","21","17","23","19"
"RNU6-1209P","11"," 3"," 2"," 0"," 0"," 3"," 6"," 0"," 4"," 1"," 7"," 0"," 4"," 2"," 1","16"," 1","12"," 1"
"MIR3150BHG","1","1","1","0","1","0","0","1","1","1","0","1","0","1","1","1","0","1","1"
"RNU6-665P","0","0","5","1","2","0","3","0","3","4","1","2","1","0","3","0","1","2","0"
"CEBPD","150","202","247","323","369","346","125"," 36","168","160","192"," 48","243"," 15","114","118","302","117"," 91"
"PRKDC"," 80"," 51"," 72"," 74"," 89"," 58"," 61"," 93"," 39"," 61"," 55"," 57"," 66"," 70"," 60","111"," 50"," 78","101"
"RNU6-144P","0","2","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"FAM135B"," 8"," 7"," 3"," 6","16"," 4"," 3"," 8"," 4"," 4"," 7","30"," 3","11"," 6"," 6"," 0"," 8"," 2"
"COL22A1","14"," 9","29","20","14"," 8","12"," 9"," 4","99","25"," 6"," 4"," 4"," 5","37"," 8","19","12"
"TUSC3","10"," 5","23"," 5"," 9","10"," 3","55"," 1","12"," 2","49"," 4","25"," 6"," 7"," 1","14"," 7"
"PPM1AP1","1","0","0","0","1","1","0","0","0","1","0","6","0","1","0","0","0","1","0"
"RPL32P19","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"RNU6-607P","3","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
"ZNF703","10","13"," 9","10","19","16","10","16"," 8"," 8","13","11","12","13","10"," 7"," 8","11"," 7"
"ERLIN2","26","29","22","33","47","45","23","53","23","39","46","15","38","21","29","30","25","21","37"
"PLPBP","42","36","29","40","49","53","36","53","42","45","49","56","43","40","42","45","49","45","57"
"ADGRA2"," 8"," 8","14"," 7","13","13"," 4"," 8"," 2","11"," 5"," 8"," 5"," 8"," 3"," 8"," 5"," 9"," 9"
"BRF2"," 5"," 5"," 6"," 6"," 7"," 7"," 8","10"," 7"," 5"," 7"," 6"," 8"," 9"," 7"," 7"," 9"," 7"," 9"
"RAB11FIP1","1","3","2","3","1","2","1","1","3","6","2","2","2","2","2","2","6","1","1"
"EIF4EBP1"," 52"," 31"," 60"," 52","110","102"," 88"," 30","169"," 47"," 36"," 12"," 65"," 35"," 58"," 65"," 58"," 56"," 92"
"RNU6-988P","0","3","0","0","2","0","4","0","3","3","0","4","3","2","1","0","1","0","1"
"STAR","1","1","1","1","1","0","1","1","0","2","0","3","0","2","1","0","0","2","1"
"LSM1","17","12","17","17","22","20","17","23","16","18","15","11","17","14","18","16","18","20","29"
"RNU6-323P","0","0","2","0","0","1","0","0","0","3","0","0","0","4","0","0","1","2","2"
"BAG4","30","20","26","32","24","29","30","29","37","29","27","68","38","25","25","32","33","38","34"
"DDHD2","18","18","22","21","21","20","27","24","31","22","15","44","26","27","24","21","19","26","22"
"TACC1"," 63"," 70"," 71"," 63"," 64"," 72"," 42"," 56"," 52","114"," 67"," 98"," 60"," 73"," 69"," 46"," 72"," 74"," 59"
"TUBBP1"," 9"," 4"," 9","12","11"," 8","10"," 3"," 5"," 8"," 5"," 3","11"," 7","10","11"," 5","11","14"
"RBPMS-AS1","2","2","1","1","1","0","0","1","1","1","1","0","0","0","0","0","1","0","0"
"RBPMS"," 9","22"," 8"," 4","10"," 4"," 3","14"," 8"," 7"," 8"," 5"," 3","10"," 5"," 5"," 3"," 4"," 4"
"GTF2E2","23","22","31","23","29","25","23","30","32","30","19","17","22","12","21","29","27","21","33"
"SMIM18"," 8"," 6"," 3","13","15"," 4","12"," 4"," 3"," 2"," 1"," 4","10","18"," 9"," 6"," 1","11"," 1"
"RNU5A-3P","2","2","5","0","5","0","0","3","3","0","1","0","1","5","0","2","0","2","0"
"MIR6842","0","0","0","2","0","2","0","0","0","2","2","9","0","0","0","0","0","0","0"
"CHRNA2","1","0","0","0","0","0","1","0","0","0","1","5","0","3","0","0","0","1","0"
"EPHX2"," 4"," 9"," 7"," 8"," 6"," 7","10"," 7"," 5","11","15"," 9"," 9"," 8","10"," 6"," 9"," 4"," 8"
"GULOP","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"CLU"," 859","3658","1298","1177","5554","2701","1040","2199","2113","3613","7850","1338","5515"," 983","1906"," 777","1841","1249","2190"
"SCARA3"," 47","127","169","114","402","143"," 91"," 57"," 32","164","458"," 57","237","100","192"," 64","163","103","266"
"RNU6-1086P"," 3"," 9"," 2"," 4","16"," 0"," 3"," 0","17"," 1"," 5"," 0"," 3"," 7"," 5"," 6"," 3"," 6"," 5"
"CCDC25","32","28","35","31","52","30","26","43","30","40","45","35","32","27","33","25","35","34","67"
"ESCO2"," 9"," 1"," 9"," 4"," 8"," 5"," 3"," 6"," 1"," 4"," 1"," 0"," 6"," 8"," 5","11"," 4"," 6","12"
"RNU6-1276P","3","0","0","0","0","0","0","0","0","1","1","0","0","0","3","0","0","0","0"
"PBK"," 48","  1"," 55"," 10"," 32"," 30"," 14"," 35","  5"," 17","  3","  0"," 42"," 28"," 21"," 64"," 34"," 28","108"
"SCARA5","0","0","1","0","0","0","0","0","0","1","0","2","0","0","0","0","0","1","1"
"ELP3","26","21","26","25","33","29","25","33","29","23","23","26","25","23","30","33","23","27","37"
"PNOC","5","1","1","0","0","0","1","0","1","0","1","8","3","3","1","0","0","7","1"
"ZNF395"," 12"," 20"," 53"," 24"," 51"," 42"," 37"," 22","158"," 12"," 15"," 16"," 15"," 14"," 27"," 19"," 60"," 11"," 29"
"FBXO16","1","2","2","3","4","2","4","4","1","2","3","4","3","4","3","4","1","3","2"
"PEG13"," 2"," 2"," 2"," 4"," 3"," 2"," 5"," 1"," 1"," 2"," 1","11"," 2"," 6"," 3"," 3"," 1"," 8"," 1"
"TRAPPC9","10","14","15","17","22","11","17","17"," 9","13","14","11","12","18","17","14","10","17","11"
"ADAM28","10","36"," 7","21","23","19"," 8"," 8"," 5","31"," 9"," 9","24"," 9","26","15","27"," 9"," 3"
"ADAMDEC1","13"," 6"," 0"," 1"," 5","20"," 1"," 0"," 1","36"," 9"," 0"," 9"," 0"," 2"," 4"," 4"," 2"," 4"
"ADAM7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"ADAM7-AS2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ST18"," 1"," 5"," 1"," 3"," 6"," 5"," 7"," 0"," 1","28"," 2"," 9","24","19","53","13"," 1"," 8"," 1"
"RNU7-181P"," 0"," 5"," 7","12"," 0"," 0"," 0"," 0"," 0"," 9","10","11"," 4"," 0"," 8"," 6"," 4"," 3"," 0"
"MIR5194"," 4","11","12","12","17"," 0"," 0"," 3"," 9","12"," 4"," 8"," 4"," 9","17","13"," 2"," 5"," 1"
"RNU6-1255P","2","9","8","3","7","1","0","5","0","1","0","0","0","3","3","0","4","4","0"
"ASAP1-IT2","5","6","5","4","4","2","2","2","2","2","1","2","1","4","4","3","2","4","1"
"RRS1-DT","0","2","1","1","2","1","1","3","0","1","1","2","1","1","1","1","0","1","0"
"RRS1","18","10","19","18","25","23","18","17","18","14","22","11","16","14","14","14","16","22","21"
"ADHFE1","2","5","4","3","5","1","2","5","3","3","2","5","3","6","3","2","1","2","2"
"VXN","1","1","4","3","4","1","1","4","0","2","2","7","3","9","5","2","0","4","1"
"RNU6-1324P","2","0","2","4","4","6","1","0","1","1","3","0","0","7","4","4","0","0","0"
"RN7SL107P","1","1","1","0","0","0","0","0","1","0","0","3","0","2","0","0","2","1","0"
"ZNF704","37","12","31","23","46"," 9","12","73","14","16"," 6","24","29","78","31","36"," 9","36","43"
"CKS1BP7","7","0","8","2","5","3","1","4","4","2","0","4","5","7","4","0","6","7","7"
"RNU11-6P"," 5"," 3","13"," 5"," 6"," 1"," 0"," 1"," 1"," 4"," 0"," 6"," 1"," 8"," 7"," 5"," 0"," 2"," 0"
"RN7SL308P"," 5"," 0"," 7"," 4"," 8"," 2"," 4"," 3"," 2"," 1"," 1"," 2"," 0","13"," 7"," 7"," 1","10"," 2"
"HMGB1P41"," 8"," 4","13"," 6","15"," 4"," 3","10"," 7"," 7"," 2"," 7"," 5","20"," 8","20"," 1","13"," 5"
"AZIN1"," 96"," 73","114"," 97","114","118"," 70","215","142","128"," 76","135"," 85","107"," 90","112","138"," 91","161"
"RPS3AP30","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","0","1","0"
"SNRPCP6","1","0","0","1","0","0","0","0","0","0","0","1","1","4","0","0","0","4","0"
"RPS3AP33","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"FAM90A20P","0","3","2","2","3","1","3","1","1","1","1","2","1","4","1","2","1","2","1"
"FAM66B","1","5","5","4","5","1","4","2","2","2","5","6","4","4","2","3","1","4","1"
"DEFB109B"," 3","10","10"," 3"," 9"," 0"," 2"," 2"," 2"," 0"," 4"," 1"," 1"," 1"," 1"," 2"," 2"," 1"," 1"
"USP17L1","0","0","0","1","0","0","0","0","0","0","1","2","1","0","1","0","0","0","0"
"USP17L4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"FAM66E","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0"
"USP17L8","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"USP17L3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DEFB109C","0","0","3","2","2","0","0","0","0","1","0","2","0","1","0","0","0","0","0"
"FAM90A11P","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"RIMS2"," 2"," 1"," 0"," 1","13"," 0"," 0"," 0"," 0"," 2"," 1","68"," 2","30"," 7"," 5"," 0","14"," 4"
"EBAG9"," 7"," 6"," 9"," 6","11"," 8"," 3","12"," 7","11"," 8"," 8"," 8"," 7"," 7"," 6"," 9"," 9","10"
"SYBU","14","12","19","12","37","25"," 9","27"," 7","18","25","54","24","29","20"," 9"," 5","34","14"
"SYBU-AS1"," 2"," 3"," 5"," 2","13"," 4"," 2"," 2"," 0"," 3"," 4","13"," 3"," 7"," 4"," 1"," 1"," 9"," 1"
"ASH2L","23","19","22","25","28","23","21","26","17","24","18","25","24","23","24","25","21","24","31"
"VIRMA","25","24","28","31","35","32","15","37","35","31","25","24","32","28","26","38","29","26","35"
"ESRP1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DPY19L4","53","38","55","32","35","42","16","79","32","29","25","20","43","24","29","45","49","30","63"
"NDUFAF6"," 6"," 6"," 7"," 7","12"," 5"," 3","12"," 5"," 5","11"," 6"," 7"," 8"," 7"," 7"," 4"," 7"," 5"
"CFAP418","20","14","15","14","17"," 9"," 5","48","10"," 9","11","10"," 9"," 6"," 7","14","10"," 9","15"
"CSGALNACT1","17","22","18","22","23"," 7","15","24"," 6","14"," 9","34","29","38","23","12"," 9","22"," 9"
"PDLIM2","2","2","2","3","2","2","2","2","1","2","2","1","2","2","2","1","2","2","1"
"LINC01605","0","0","0","1","0","1","1","2","0","3","1","8","0","1","2","1","7","1","0"
"SMPD5","0","0","2","0","1","0","2","0","1","0","1","1","2","1","1","0","0","2","1"
"FABP12","0","3","3","1","5","1","0","2","1","0","1","0","4","1","2","0","1","1","1"
"CHD7","29","16","21","38","57","17","32","42","16","15","11","10","17","65","47","71","12","40","21"
"IFITM3P8","0","0","2","0","0","0","0","0","0","1","0","1","0","0","2","0","0","4","0"
"PLEKHF2","56","25","33","37","21","34","12","40","30","33","24","13","41","12","20","26","35","33","35"
"PDE7A-DT","1","1","1","2","1","1","2","2","0","1","1","0","0","1","1","2","0","1","1"
"PCMTD1-DT"," 5"," 6"," 9"," 7"," 9"," 5"," 3","11"," 3"," 6"," 9"," 5","13"," 5"," 7"," 7"," 5"," 6"," 7"
"SLCO5A1-AS1","0","1","0","1","4","0","0","1","0","0","0","1","2","3","2","2","0","0","0"
"LINC02055","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"LNCOC1","2","1","3","1","1","0","1","0","1","1","1","2","1","1","1","1","0","1","0"
"ALG1L13P","0","2","0","1","1","0","1","0","1","1","1","1","1","1","1","1","2","1","0"
"FAM86B3P","1","4","2","2","3","2","2","2","2","2","3","2","1","2","1","1","1","2","1"
"CFAP418-AS1","1","1","1","0","2","0","0","2","0","1","1","0","0","0","1","0","0","0","0"
"RNF139-DT","3","3","4","2","4","2","3","4","3","2","2","8","2","6","2","4","1","3","2"
"ZFHX4-AS1"," 5"," 2"," 3"," 8"," 2"," 3"," 2"," 9"," 4"," 1"," 2"," 1"," 1"," 2"," 2"," 1"," 3"," 4","11"
"RIPK2-DT","14","19","14","15","18"," 9"," 5","25","11"," 9","10"," 8"," 8","13","10","13"," 6","17"," 6"
"VPS13B-DT","3","2","1","1","5","1","1","5","3","2","1","2","2","2","2","2","0","2","4"
"SDAD1P1","4","5","7","4","8","4","3","7","7","4","6","3","6","3","5","5","3","3","4"
"VIRMA-DT","2","1","2","1","3","1","1","2","2","1","1","1","1","2","2","1","1","1","1"
"ZNF252P","21","18","21","21","29","16","19","30","11","15","19","15","33","19","20","16","15","22","19"
"LINC02904","2","2","2","3","5","2","4","4","1","2","2","1","3","2","2","2","2","3","2"
"MIR124-2HG"," 3"," 7"," 1"," 3"," 3"," 1"," 3"," 0"," 0"," 0"," 0","47"," 3","23"," 6"," 4"," 0","13"," 1"
"LINC01301","3","1","1","2","2","1","2","3","1","0","0","3","1","2","1","4","1","3","1"
"MIR124-1HG"," 1"," 0"," 0"," 5","11"," 0"," 8"," 2"," 0"," 1"," 0","71","10","34"," 6"," 3"," 0","14"," 1"
"LINC01607","2","1","1","1","1","0","0","2","1","1","1","1","0","1","1","1","1","1","0"
"DCTN6-DT","23"," 2"," 3"," 2","10"," 4"," 3"," 9"," 5"," 3"," 4"," 6"," 3"," 6"," 4"," 5"," 3"," 2"," 5"
"YTHDF3-DT","20"," 3"," 4"," 2"," 2"," 4"," 3"," 4"," 1"," 1"," 2"," 2"," 1"," 0"," 7"," 4"," 2"," 1"," 3"
"LY6E-DT","1","0","1","1","1","0","1","0","0","1","2","6","1","2","0","0","2","1","0"
"CLN8-AS1","17","10","16","14","18","20","14","17"," 4","24","18","13","17"," 9","11","12","17","10"," 3"
"ASAH1-AS1","2","1","1","1","4","1","1","2","1","1","1","2","1","1","1","2","0","1","2"
"BAALC-AS1","18","32","42","14","56"," 8"," 3","15"," 7"," 9","21"," 9"," 7","12","15"," 9"," 1","18"," 9"
"PVT1","3","8","8","5","5","4","6","3","6","4","7","3","2","3","3","3","3","4","7"
"MINCR"," 7"," 5"," 7"," 5","13"," 5"," 8","20","10"," 8"," 3"," 6"," 4"," 8"," 6","11"," 4"," 6","12"
"ST3GAL1-DT","3","4","2","1","2","2","3","1","3","3","1","6","1","3","2","0","2","0","2"
"DENND3-AS1","1","1","1","3","3","1","2","1","2","4","1","2","3","3","4","2","2","2","0"
"BAALC-AS2","13","24","53"," 9","24"," 6"," 3","10"," 3"," 9","18"," 6"," 8"," 9"," 8","11"," 1","14","13"
"MCPH1-AS1","3","3","3","4","4","3","4","3","7","1","1","3","2","3","3","3","1","3","3"
"MCPH1-DT","6","3","4","3","7","3","3","4","3","2","3","3","3","4","3","6","1","2","3"
"LACTB2-AS1","1","3","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","0"
"TOX-DT","6","2","3","4","1","2","3","5","0","2","4","2","3","3","4","7","2","3","1"
"SNHG6","26","16","42","22","24","22","21","35","65","24","20","23","21","26","22","43","29","20","42"
"SOX5P1","1","0","0","3","1","0","0","1","0","0","0","0","0","5","1","1","0","6","0"
"CYRIB","26","26","17","33","32","32","22","23","14","43","31","33","44","21","36","44","42","27","29"
"CARM1P1","0","3","1","4","3","1","3","4","1","2","1","6","1","5","1","2","0","1","0"
"AK3","53","77","61","51","51","38","55","59","50","60","35","55","66","37","51","68","38","41","54"
"RCL1","12","12","14","11","18","10","12","21","20","12"," 7","16"," 7","14","10","23"," 5","13","14"
"RPL23AP57","1","1","7","8","7","1","2","0","0","0","0","0","0","2","1","0","1","3","0"
"PDSS1P1"," 5"," 7"," 7"," 6"," 7"," 3"," 5"," 3"," 4"," 5"," 2","13"," 3"," 6"," 4"," 3"," 4"," 5"," 0"
"MTND1P11","2","4","1","3","2","0","2","0","1","1","0","3","1","3","2","0","1","2","0"
"MTCO2P11","2","1","4","3","3","1","1","4","0","3","2","7","2","1","3","3","2","4","2"
"HNRNPA1P41","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0"
"CDC37L1","28","18","28","23","23","14","22","31","39","25","10","41","19","22","20","30","15","26","29"
"MTCO3P11","3","4","2","5","4","1","2","2","2","4","2","3","2","2","3","1","1","3","2"
"CSNK1G2P1","0","3","3","2","2","0","1","0","1","2","1","4","1","2","5","2","0","3","0"
"PABPC1P11"," 1"," 2"," 0"," 0"," 7"," 0"," 0"," 0"," 0"," 1"," 2","24"," 1"," 7"," 2"," 4"," 0"," 3"," 0"
"KLF4P1","0","1","1","0","1","2","0","1","4","3","0","2","0","2","1","0","1","2","1"
"INSL6","2","3","3","2","3","2","2","2","2","3","1","3","2","2","3","3","2","3","1"
"KIAA2026","37","33","44","43","43","24","32","42","32","40","21","54","22","44","44","50","23","44","38"
"MTCO1P11","5","3","5","3","2","2","2","2","2","3","2","6","1","3","4","2","3","3","1"
"SUMO2P2","0","0","0","0","2","0","1","3","0","0","0","8","0","2","1","2","0","3","0"
"SLC1A1"," 17"," 15"," 14"," 14"," 19","  8"," 21","  8","  4"," 20","  5"," 52"," 14"," 27"," 19","108","  2"," 20"," 24"
"MTATP6P11","2","4","3","3","2","1","3","3","0","2","1","4","1","1","3","2","0","5","1"
"IGHEP2","1","3","2","2","2","1","1","0","1","2","1","3","1","3","3","2","1","2","0"
"PLPP6","13","16","13","14","17"," 5"," 9","11"," 7","14"," 7","11"," 8","10","12","20"," 5","12","10"
"MTND6P5","2","0","2","3","6","1","1","1","0","2","1","1","2","1","4","1","2","0","1"
"MTND4P14","3","2","2","1","1","1","1","2","1","1","2","2","1","2","1","1","0","1","0"
"CNTLN","13","14","16"," 6","13"," 5"," 8","12","10"," 9"," 4"," 5"," 6","12","10","22"," 6"," 9","17"
"FTH1P12","1","2","1","2","1","1","1","1","3","6","2","3","3","3","2","2","5","0","3"
"IFNWP9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TMEM215"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","13"," 1"," 1"," 1"," 0"," 0"," 1"," 1"
"RANBP6","45","36","37","51","38","34","54","49","26","46","28","49","28","35","39","78","37","44","81"
"SELENOTP1","14","25","13","14","23","28","17","31","16","19","26","16","26","13","16","27","29","13","19"
"DMRTA1"," 0"," 4"," 1"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 0","10"," 0"," 2"
"HAUS6","33","21","30","15","30","17","13","38","28","19","10","15","18","24","23","54","16","22","57"
"SNRPEP2"," 9"," 3"," 8"," 5"," 2"," 8"," 2"," 7","12"," 8"," 5"," 1"," 7"," 6"," 4","11"," 5"," 1","12"
"SMU1","55","34","43","48","51","45","42","61","27","51","29","40","33","46","43","74","31","47","78"
"CLIC4P1"," 56"," 48"," 46"," 56","112","137"," 52"," 70"," 67"," 95","198"," 16"," 83"," 17"," 63"," 54"," 41"," 74"," 24"
"LAGE3P1","4","3","3","4","3","0","2","2","2","4","3","2","1","3","3","1","1","3","0"
"SAMM50P1","2","3","2","1","4","1","2","2","0","3","1","0","1","4","2","2","1","1","1"
"RPL35AP20"," 2"," 3","10"," 7"," 2"," 1"," 2"," 3"," 3"," 0"," 1"," 0"," 3"," 3"," 5"," 2"," 0"," 2"," 2"
"ACTG1P14","0","2","4","2","5","2","2","1","4","4","2","4","1","3","4","5","1","4","1"
"PSIP1","123"," 47"," 90"," 46"," 98"," 45"," 68","133"," 64"," 59"," 32"," 97"," 46"," 86"," 65","161"," 43","108","167"
"APTX"," 7"," 8"," 9"," 7","12"," 6"," 8"," 8"," 5"," 7"," 4"," 7"," 5"," 8"," 8","11"," 3"," 6","10"
"CCDC171"," 5"," 7"," 7"," 3"," 8"," 3"," 6"," 6"," 4"," 5"," 3","14"," 3"," 6"," 6","11"," 2"," 6"," 5"
"B4GALT1-AS1","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0"
"UHRF2","32","21","30","30","29","22","32","22","36","25","10","17","13","20","23","37","15","21","27"
"RPS3AP54","2","1","8","3","3","0","1","1","1","2","0","0","0","1","1","1","1","2","1"
"SH3GL2"," 10"," 10","  0","  0"," 46","  4","  3"," 12","  3","  8"," 26","270"," 15","101"," 21"," 35","  1"," 56","  5"
"NOP56P2","0","0","0","0","1","0","1","3","0","0","0","3","1","8","2","1","0","5","0"
"LURAP1L"," 9"," 4"," 7"," 3"," 7"," 9"," 5"," 8"," 5","10"," 4"," 6"," 5"," 6","13"," 7"," 2"," 8","10"
"LINC01627","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","1","1","1"
"HMGN2P16","1","0","0","0","0","0","0","0","0","1","0","2","0","0","4","1","0","2","0"
"LINC02851","0","0","1","0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","1"
"NFIB-AS1","14"," 6"," 5"," 4","32"," 3"," 8","19"," 4"," 3"," 2"," 4"," 9","18"," 7","11"," 1"," 8"," 5"
"RNF2P1","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","1","1","0"
"BOLA3P4","2","2","2","0","2","1","2","1","1","0","2","0","1","1","2","0","0","2","2"
"SLC4A1APP1","5","2","4","4","4","8","3","4","8","5","8","4","6","7","4","5","8","5","9"
"RNF38","42","36","45","51","69","38","43","53","65","42","21","48","34","57","45","63","36","45","60"
"NFX1","23","29","32","31","35","31","35","24","24","31","19","32","17","33","31","38","28","30","36"
